author,description,pubdate,sentiment
@kumpulanpuisi1025,"Jujur sih harga paketnya masih mahal, untuk sekolah2 terpencil dengan jumlah siswa yg sedikit kayanya belum mampu berlangganan karena minimnya budget operasional sekolah. Seandainya perangkat gadget punya aps yg sudah komplit menjangkau jaringan satelit ya, maybe beberapa puluh tahun kedepan akan didesain lebih canggih.",5/27/2024 20:02,positive
@uum5333,Bisa kepake di tengah laut jdi kapal2 bisa pke ini ðŸ˜ŒðŸ˜ŒðŸ˜Œ,5/27/2024 19:59,neutral
@samuelsimatupang7499,Hiden weapon.. Senjata yg siap digunakan pada waktunya..,5/27/2024 19:57,neutral
@imronman2082,"Nanya nih bro yg pernah pake,apakah itu ada batas maksimal nya buat yg nyambung ke router atau kita batasi sendiri maksimal nya berapa?",5/27/2024 19:55,neutral
@asepsuandi4,umk gw gak nyampe harga segitu,5/27/2024 19:44,negative
@asepsuandi4,Bisa jadi radar tv gak,5/27/2024 19:40,neutral
@kinaraprasetya2065,Bang...coba jauhin sekitar 10 meter dari posisi starlink,5/27/2024 19:23,neutral
@zondor8123,"Elon : pake tower? Gak jaman bos, pake satelit di angkasa lah, makan tuh yg percaya sama bumi datar",5/27/2024 19:19,negative
@SyaifulHudha-hq8gn,Indonesia internet memang parah .. saya aja di bandingankan di Malaysia dan singapore .. sangat jauh Indonesia .. udah mahal parah indo indo,5/27/2024 19:12,negative
@aidanaya856,"Elon Musk Tegas Dukung Israel, Blokir Internet ke Palestina ! EMusk mengalirkan jaringan internet Starlink di Jalur Gaza, namun khusus untuk Israel. Jaringan satelit itu tak bisa digunakan oleh warga Palestina. Unit satelit Starlink hanya bisa dioperasikan oleh Israel dengan izin dari Kementerian Komunikasi Israel !",5/27/2024 19:11,neutral
@user-nh3po8gs1p,bahaya kalo kkb sampe beli starlinkk,5/27/2024 18:48,negative
@dwisutaryati6196,ini harus bayar biaya bulanan gak om...??,5/27/2024 18:42,neutral
@dwisutaryati6196,Harganya berapa bang ??,5/27/2024 18:39,neutral
@jaslipendobrak8956,Nggak recommended buat kelas menengah.,5/27/2024 18:28,negative
@dumdum2241,coba bawa kamping ke hutan bang,5/27/2024 18:26,neutral
@DiraziFour,"Telkomse udh ada orbit tapi sayang paket super mahal, coba disamain harganya seperti langganan wifi, jdi andai daerah yg gak tercover bisa pakai orbit.",5/27/2024 18:00,negative
@liliksaladin3,"YAng jelas cocok buat BIS besar, biar gratis kalau wifi An, bener gak? KHUSUS MOBIL PRIBADI JUGA PERLU BANGET, WKWKWK",5/27/2024 17:59,positive
@user-hy2vt4go1d,Selamat buat bg elon..tambah kaya raya.!!!,5/27/2024 17:57,positive
@asbastian,Bang jangkauwan ya sama seperti wifi apa enggak,5/27/2024 15:31,negative
@raptor_jr1147,Mendaki gunung Mabar bersama ðŸ˜‚,5/27/2024 15:23,neutral
@user-st2zq8rv8z,"Pantes Saham Telkom turun Ampe ke jurang, apakah gara2 ini?",5/27/2024 15:19,negative
@TahaneyAlHasna,Keren bangetðŸ‘ Terima kasih sudah memberikan hiburan yg bermanfaat hari ini.,5/27/2024 15:14,positive
@amruzaki-fo5cu,ping mobile legendnya kaya wifi diwarkop saya bangðŸ˜‚ðŸ˜…,5/27/2024 14:42,negative
@hiburanlhos1859,"Cocok buat pelaut, biar bisa komunikasi sama orang rumah",5/27/2024 14:33,positive
@MuhammadRizky-ic2lc,Kalau kena hujan bagaimana ?,5/27/2024 14:10,negative
@rosadirosadi-lc2io,Tapi bang data kita aman nga? Mohon di jawab,5/27/2024 13:46,neutral
@kijomenggolo,Saat hujan apakah sinyal masih lancar?,5/27/2024 13:28,neutral
@aprianorizqha2488,More spying tools for CIA and NSA after google ðŸ˜‚ðŸ˜‚ðŸ˜‚ !,5/27/2024 13:28,neutral
@vian_adam,Solusi untuk mengurangi tiang  kabel inet yang bertebaran,5/27/2024 13:23,neutral
@ind-fact703,keren,5/27/2024 13:10,positive
@TopGlobal_hanabi,"Saatnya pindah haluan,.... Telkomsel buat telepon atau SMS an aja",5/27/2024 13:05,neutral
@BintangJr-od9es,Kucing?apakah wifcat coinðŸ˜®,5/27/2024 13:04,neutral
@hadiofficial87,Di laut bisa dong asik,5/27/2024 12:58,positive
@andysiadari,aman dari sambaran petir ga ya itu ? depok udah kek ladang petir soalnya,5/27/2024 12:44,positive
@toherful,"Solusi sementara, Moga fiber optik ter menyebar ke daerah 3T, biar interne tambah murah",5/27/2024 12:26,neutral
@hoerulanam4685,Coba bang di dalam goa gimana tuh,5/27/2024 12:01,negative
@rudyghendiarta242,Langitnya indah tanpa kabel semerawut wkwk,5/27/2024 11:52,positive
@muhammadsaepulloh4801,Terima Kasih Informasinya,5/27/2024 11:51,positive
@sahabatakhirzaman9055,Kelemahan nya waktu hujan sangat turun drastis speed nya,5/27/2024 11:44,negative
@masdimas5961,"bang, power bank yg lu gunain pake apa itu bang ? plis bales bangðŸ¥¹",5/27/2024 11:30,neutral
@honeynezsonia1347,Sharing max brp client bang infonya,5/27/2024 11:26,neutral
@agileee__,Tes,5/27/2024 11:08,neutral
@novietasarie4293,ðŸ˜®,5/27/2024 11:04,positive
@fikryarika6209,@gadgetin jarak coverage wifi dari routernya gmna bg? Lupa review? Mumpung dilapangan kosong gitu bisa ngejauh dari router sih harusnya. Klo cuma 30m ya juga ga bakal bisa juga dipake sekampung,5/27/2024 11:03,negative
@user-zm8dq7nm6q,"Bang, itu kan wifi ya, apa bisa digunakan beberapa perangkat, misalnya td kan abang bilang mabar ML, sedangkan starlink itu satu ID satu orang. Mksh bang penjelasannya",5/27/2024 10:59,neutral
@ManjadoKiper,Beli sih ini buat masuk hutan Kalimantan masih susah snyl di pelosok pelosok simple kali bisa mabar di tengah hutan ðŸ¤£,5/27/2024 10:54,negative
@aditiaputrakurniawan7173,"Ini ga cocok buat konten kreator dan yg pake cloud. Karena butuh cloud. Bayangin upload file sebesar 5 sampe 10 GB? Butuh berapa menit? Kl buat penikmat aja udah lebih2. Buat download dan sejenisnya udah lebih2. Buat main game, ping nya masih 30 ms an. Jd siap2 kalah deh.",5/27/2024 10:51,negative
@Renalcs,good,5/27/2024 10:50,positive
@TocaToca-ht8uv,Pantes pas elon musk di bali ada manuk dia agak panikðŸ˜…,5/27/2024 10:49,negative
@radardragrace8669,gas pindah starlink biar provider yang lain ketar ketir ðŸ˜…,5/27/2024 10:40,negative
@crazyyyoo3535,Harus nya di coba pedalaman Kalimantan.. Sulawesi bang... Klw kyk gtu mah its ok aja sinyal nya.. Cuma saran,5/27/2024 10:35,neutral
@Nurhayati-dc9we,"ngapain ke sana anjay jauh,lagian Star link udh 100% jaringannya yg penting menghadap ke langit",5/28/2024 2:15,negative
@pebrihardianto161,Jangkauanya berapa meter bang dari ruter? Kalo 50meter lebih ok sih buat 3-5 rumah wkwkw,5/27/2024 10:34,positive
@aldynessie2058,Perbulan tetap bayar 750 rb ya?,5/27/2024 10:32,neutral
@ayubtjandra,"Walaupun dibatesin, kayaknya bisa dimanfaatin tanpa ketahuan pake fitur hotspotnya Windows ðŸ˜‚",5/27/2024 10:25,positive
@si_omblo,"Mungkin dimasa depan bentuknya starlink kecil dan mirip kartu SIMcard. Dan ujung""nya kembali keharga paket ya ada harga ada kualitas sedangkan mayoritas Indonesia pengen yang murah tapi berkualitas. Hmmm",5/27/2024 10:24,positive
@tommyandhika7537,kira kira di papua bisa di pake gak?,5/27/2024 10:22,neutral
@aqmaeuww-1731,Bro ini berlangganan gak per bulan,5/27/2024 10:14,neutral
@jinkoplak,"Ga perlu, yang bayar nanti mamak kaw, kaw belajar aja dulu sampe pinter baru komentar.",5/27/2024 11:22,negative
@abduello_rozzacco,"Tanpa kita sadari sedang bahas sana bahas sini tentang (internet) satelit,kaum bumi datar mungkin merasa bingung..!ðŸ˜…",5/27/2024 10:10,negative
@jericarlone,"Asli sih, ini sangatÂ² REVOLUSIONER. mengubah dunia khusus nya Indonesia yg skrg. SangatÂ² membantu dan bermanfaat.. Bikin para provider lain ketar-ketir jika mereka tidak melakukan perubahan.",5/27/2024 10:10,negative
@petaniamatiran5732,Sori bang gak ngudeng.. Apa masih bayar perbulannya klo beli ini?,5/27/2024 10:08,negative
@jinkoplak,Astagah kok ada ya pertanyaan seperti ini?ðŸ˜¢,5/27/2024 11:23,negative
@fazrialif4528,"Buat yg pengen starlink, patungan aja 20 orang, kan 750 perbulan, paling perOrang 35rb",5/27/2024 9:55,neutral
@liarachmawanty2979,"Klo truh di atap, aman dr petir ga ya? Kan posisinya ktnya hrs menghadap langit ga blh terhalang apa2",5/27/2024 9:54,positive
@setpag,Starbak kelilink,5/27/2024 9:52,positive
@SUMBER_AGUNG,Jujur untuk harga langganan sgt lihat kecepatan uploadnya rada kecewa dikit sih ðŸ¤”,5/27/2024 9:49,negative
@tinjaulok9427,Pas ngedaftar email bisa pake internet starlink langsung atao pake internet external dulu yah?,5/27/2024 9:49,neutral
@karapaiy,Ga rawan maling itu nanti itu bg?,5/27/2024 9:49,negative
@guerhafi,5.0 is coming babyðŸ˜®,5/27/2024 9:46,neutral
@user-kc9pv3lk4h,"Karna ini device, saya penasaran kalo diidupin terus bakal panas gak?",5/27/2024 9:44,negative
@wahyuseno449,Jangkauan sinyal berapa meter dari alat?,5/27/2024 9:44,neutral
@Cahyono_berkelana,No cost kaya BTS Dan FO. Gila sih ini berguna banget di pedalaman,5/27/2024 9:37,negative
@alfiyah876,Max brp yg bisa connect bang biar tidak dblokir,5/27/2024 9:28,neutral
@galihrifaldi6597,Radius pancaran sinyalnya brp meter ya ?,5/27/2024 9:17,neutral
@uchiha0094_,wah bgus nii dibawain dlm hutan dan dikebun sawit biar bisa internetan,5/27/2024 9:17,negative
@amirchoirudin1538,Nunggu harga 300rb/bln ðŸ˜‚ðŸ˜‚,5/27/2024 9:02,neutral
@aldomodam1634,Bang coba juga dong di test ke tengah hutan yang benarÂ² tertutupi pepohonan,5/27/2024 9:01,neutral
@insialb3291,cocok buat yang naik hajiðŸ˜ðŸ˜,5/27/2024 8:57,positive
@R_Seven11,"Semoga kedepannya ada paketan yg 100ribuan.. wlopun di limit berapa MBps asal unlimited,soalnya buat kalangan menengah kebawah masih cukup mahal 750rb perbulanðŸ˜¢",5/27/2024 8:55,neutral
@destiawanferi5201,Jangkauan Routernya bs mengakomodasi smpe brpa meter bang?,5/27/2024 8:50,neutral
@johns.yarangga8185,Para pejabat untuk tahu Jhony Plate cs para koruptor terbaikðŸ˜‚ðŸ˜‚,5/27/2024 8:50,negative
@alter_id617,Ini penting dan diperlukan banget di Indonesia. Kondisi geografis negara kita sangat cocok buat dipakainya Starlink. Kebangetan klo sampai pemerintah bikin regulasi yang tidak mendukung starlink ini,5/27/2024 8:48,positive
@we_hand,"Untuk d plosok papua cocok ni, tnggal suplay listriknya aj",5/27/2024 8:46,neutral
@iqbalrizal8243,Keren anjir,5/27/2024 8:46,positive
@ZelosAngels,P,5/27/2024 8:37,negative
@PhotoStoryChannel,Suka baca comment....â¤â¤â¤â¤semoga masuk desa laporan orang ga telat semua serba online tapi internet ga ada...bang telp elon minta khusus Indonesia kasih bisa share sampai 300 kk warga miskin....buat nonton cara nanam ubi,5/27/2024 8:37,neutral
@user-uh5uf6sb2k,ada biaya langganan perbulan gaksih?,5/27/2024 8:31,neutral
@jinkoplak,"Punya hp itu sekali2 dipake buat hal bermanfaat, jangan cuma buat scroll2 doang.ðŸ˜‚",5/27/2024 11:25,neutral
@sipalingmancung9895,Sistem fup mulai ketar ketir,5/27/2024 8:25,negative
@pradanazky,mudah mudahan dengan ini harga dan speed lintas jaringan lebih bagus lgi ðŸ˜…,5/27/2024 8:24,positive
@ericsaputra8609,"Bg David, jarak dari router ke HP maksimal berapa meter bang untuk jaringannya tetap stabil?",5/27/2024 8:22,neutral
@ikinda1622,"Aku org Kalimantan tengah dan tugas dikotanya, 10 thn yg lalu sempat mikir teknologi seperti ini kapan ada di dunia, soalnya dulu sampe sekarang aja temenÂ²ku yg tugas di pedalaman masih susah dapat Internet, boroÂ² dpt Internet nyari sinyal aja perlu naik bukit dulu atau ke daerah Kalimantan Barat sana, hanya untuk menelepon keluarga atau ngirim laporan kantor. Alhamdulillah..semoga dgn adanya starlink ini, pemerintahku bisa membantu temenÂ² yg tugas di pedalaman, dgn pengadaan starlink disetiap kantor desa.",5/27/2024 8:22,positive
@arif_ipin1283,"klo Antena buat tv ada ga ms David , smart tv",5/27/2024 8:19,neutral
@teguhrustam5096,"Galau semua ni, yg punya provaiderðŸ˜‚",5/27/2024 8:16,negative
@dhegolbarcelona9038,Pas cocok gw di weda Halmahera tambang nikel sulit bngt ni sinyal harus cari ke pinggir subgai hdaeh,5/27/2024 8:14,negative
@nindyzoey,Pernah donasiin starlink ke Palestina g?,5/27/2024 8:12,neutral
@kharistyadiadhiana8944,"Berarti d laut aman, tinggal pasang d kapal",5/27/2024 8:02,neutral
@user-bf8lu1lz6b,"Elon mah nge prank aja dulu waktu kesini... Bukan mau invest di pabrik batrei tp survey apa yg paling dicari rakyat indonesia... Nahh soal bekal n stock macem2 teknologi si elon dah pnya bnyk stock, jgn kan cuman inet.. Chip buat otak manusia aja ada...roket..ada..ulang alik buanyak...satelit model apa aja monggo...En udh ready... Yahhh.. Elon realistis aja... Kalo ada cuan jangka deket knpa ngga sih...??? Ya kan... ??? Telkomsel, XL, SF pada ngapain?? Cari cuan juga kan.. Kadang sengak mrk... Julid.. Sombong.. Nahh ketubruk starlink deh.. Baru pada ngehh mrk.... Kecangap.. Kicep",5/27/2024 7:58,negative
@rickyfajar6638,Perbulan berpa itu paket nya,5/27/2024 7:48,neutral
@arhamkhanpratama8799,Bisa gak di gunakan untuk di kapal dan di penjual belikan kepada penumpang kapal?,5/27/2024 7:41,negative
@bayuteguhc129,800 t beliin starlink dapat berapa biji ?,5/27/2024 7:33,neutral
@khoirilanam6734,Gak butuh starlink. Butuh makanan rakyat,5/27/2024 7:32,negative
@iqbalibnuhajar4945,Ini kan di simpan di luar ya? Hilang ga sih,5/27/2024 7:32,negative
@bonaventuraLucky,20:50 isi tiktok nya ketauanðŸ’€ðŸ’€ðŸ’€â˜ ,5/27/2024 7:30,neutral
@dedisubekti2349,Harganya nyampai berapa,5/27/2024 7:28,neutral
@hendrik6868,3jt,5/27/2024 7:30,positive
@mamang2592,Kira2 receiver nya kuat hujan untuk tahan lama g ya kira2,5/27/2024 7:27,neutral
@ArsyadNamja,Wkwkwkw masih pake paketan aku kira beli alatnya sudah cukup...,5/27/2024 7:23,neutral
@yoga_andry7597,Lebih baik pake ini dari pada si indi bulanannya tdk beda jauh,5/27/2024 7:14,negative
@fikar.s,"Bapaku ambil starlink versi gratis, kirain bener. Ternyata mash ada aja yg mau nipu... ðŸ˜…ðŸ˜…",5/27/2024 7:04,negative
@tentaraind6566,dan ternyata elon musk datang ke Indonesia bukan untuk investasi.. tapi dagang starlink.. set dah...,5/27/2024 7:00,neutral
@dhyoprasetyo,bang kalo buat pemakaian masal seeprti di puskesmas bisa gk bang?,5/27/2024 6:57,neutral
@muhridwan3398,Ass..bang kalw cuacax mendung tebal bgmn bang..krn kita di pegunungan dn indentik dgn awan tebal..,5/27/2024 6:48,negative
@ihsanafs6023,smoga ada versi china nya biar harga lebih bersahabat,5/27/2024 6:44,positive
@agushdy816,Kalo buat kantor bgmn ya? Utk kebutuhan 50 pc dan jaringan wifi 20 titik,5/27/2024 6:32,neutral
@JOY-qx3wo,Ke depanya sih pengguna indihom 50% atau lebih pasti pindah ke Starbucks keliling sih ini,5/27/2024 6:29,neutral
@ahmadefendi3369,anti petir bang?,5/27/2024 6:27,positive
@Songsads805,Telkomsel ketar ketir wak,5/27/2024 6:24,negative
@andywidya3313,Bank powerbank apa namanya? ðŸ˜…,5/27/2024 6:14,neutral
@walkhankchanel8250,Bank elon di bantuin gadgetin ngeprank indonesia Ga cuma nge prank kayaknya...,5/27/2024 6:11,negative
@fares9632,Kelemahan nya sih kalau mati listrik sihh kayak nyaðŸ˜…,5/27/2024 6:10,negative
@Bhaybhay990_,Sistem starlink itu mirip whitealice..percaya banget sih sama satelit ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,5/27/2024 6:02,positive
@isaindrawan2379,Kiamat wifi dan jaringan internet seluler,5/27/2024 6:00,neutral
@Wkwkwkwkwkwj,Kapan ya starlink 100rb sebulan,5/27/2024 5:55,neutral
@poutmaster,Kelemahannya: alatnya mahal dan ga bisa dibalikin kalau udah ga mau pakai ðŸ˜…,5/27/2024 5:55,negative
@imanudint,"Klo daerah Bogor kayaknya rada was2 ya... Maklum, kota hujan.",5/27/2024 5:55,negative
@marwanviransyah9309,"Ga jadi investasi tapi mau jualan,, ðŸ˜… buat habisi indihome",5/27/2024 5:52,neutral
@dirgatv1645,Kena internet sehat gak bang kalau pake starlink?,5/27/2024 5:36,negative
@emptyblank7666,@GadgetIn yang blum di tes jarak sambungan dari device ke routernya bisa brp Meter?,5/27/2024 5:34,neutral
@keqingwangy2879,20:59 Meme,5/27/2024 5:32,neutral
@EdoNtt,bang voba bawa ke gunung yg susah sinyal,5/27/2024 5:30,negative
@SEMIOPTERA,"kalau ada yang bilang Starlink ini bakal jadi kompetitor Telkom/Telkomsel, mohon maaf pasti akan kecewa besar, karena plotwistnya mereka bukan bersaing tapi kolaborasi, silahkan cari sumbernya di google",5/27/2024 5:18,negative
@gilanghasanidi254,Biar situkang monopoli ada saingan,5/27/2024 5:16,negative
@SEMIOPTERA,"bukan saingan bang, justru mereka malah kolaborasi, Starlink mana mungkin bisa masuk indonesia kalau sistemnya langsung b2c, makannya mereka ambil langkah b2b, dengan kerjasama dan kolaborasi sama perusahaan lokal",5/27/2024 5:19,positive
@salambudirahayu2204,Kalau hujann ituu gimanaa bangg?,5/27/2024 5:12,negative
@raka4249,Hati hati nanti di boikot sama kaum pro palestina,5/27/2024 5:11,negative
@TheFyrz,Terimakasih Elon Musk,5/27/2024 5:07,positive
@aryafebya9736,Ttep aja butuh yg namanya listrik brow . hadehh ..,5/27/2024 5:06,negative
@amarzhon,sebentar lagi keluar aturan pajak starlink dinaikin jadi harga ikutan naik dan akhirnya ga laku wkwkwkw,5/27/2024 5:03,negative
@Ebenitaufikdaeli,Aman ga klo kena hujan ni?,5/27/2024 5:00,positive
@hariyantorudi1226,"kalo saya sih orbit aja udah cukup, bisa dibawa kemana2 juga, lumayan kenceng juga, dan pastinya murah wkwkwk",5/27/2024 4:54,positive
@100sabaku8,Paketannya berap per bulan? Per akun,5/27/2024 4:49,neutral
@lailyns9698,"Koh buat konten cara daftarnya dong, kenapa cuma bisa pake cc ya pembayarannya",5/27/2024 4:35,neutral
@zhombanktv8241,Dihutan belantara bang... Klo itu msih dket perumahan,5/27/2024 4:21,negative
@prizi6969,buat di sekolah keren kayakma,5/27/2024 4:18,positive
@ahmadfaza2724,750.000 itu utk unlimited apa per bulan y? Masih bingung..,5/27/2024 4:12,neutral
@jorock2296,BORO BORO 750 BANG... 330 aja dpt 50 mbps saya nya yg ketar ketir karena sudah ga ada pemasukan.. lah ini bang David tiap hari ada aja ngeluarin review produk... Sekali kali share lah Gimana biar dapet penghasilan tetep di youtube buat beli beli barang yg abang review semua...,5/27/2024 4:10,negative
@achkusumatirtaa1169,Cocok untuk desa pedalaman bgt yang kurangnya teknologi Semoga pemerintah peka,5/27/2024 4:06,positive
@user-qd4tn6zx7x,Indohome ðŸ˜…Anjlok kah,5/27/2024 4:05,negative
@SEMIOPTERA,"ga bang, udah ada pasar masing masing, dan Starlink ini bukan kompetitor, mereka udah kolaborasi sama Telkom, Starlink bisnisnya lebih ke b2b, karena kalau b2c, harganya akan jatuh lebih mahal banget",5/27/2024 5:20,negative
@nicopatrio6699,"paket 4jt/tahun, 750k/bulan. klo sy pilih paket telkomsel biasa aja 100k/bulan 80gb..ðŸ¥±ðŸ¥±",5/27/2024 4:05,neutral
@Iceman761,"Hallo provider Lokal , terjun bebas lah abis ini ðŸ˜†",5/27/2024 4:01,neutral
@SEMIOPTERA,"Starlink ini bukan kompetitor, mereka udah kolaborasi sama perusahaan lokal, Starlink bisnisnya lebih ke b2b, karena kalau b2c, harganya akan jatuh lebih mahal banget",5/27/2024 5:21,negative
@triputrosulistyo2207,"Presiden pks pun berkata "" buat apa internet cepet "" ðŸ˜ðŸ˜›ðŸ¤£ðŸ¤£ðŸ˜­ðŸ’",5/27/2024 3:53,negative
@mudahbertani6320,Info belinya dimana dong?,5/27/2024 3:51,neutral
@dedejr8166,tuh klu di dlm rumah gmna yah,5/27/2024 3:48,negative
@epancii,Nggak takut di tendang tendangin Ama bocil bocil ya,5/27/2024 3:48,positive
@theprabancana7393,bang starlink yang tanpa listrik ada gak bang? gue anak pelosok nih tanpa listrik tapi pengen internetan bisa gak bang,5/27/2024 3:47,neutral
@desmondginting9839,"Paling gemes sm operator merah soal signal, udh komplen signal gak jalan tp dibilang gak ada masalah signal di lokasi.",5/27/2024 3:46,negative
@akunjoki5487,"bukan dari langit vid, tapi pake ground alat mereka pasang d bumi. makanya perlu beli alatnya.",5/27/2024 3:36,neutral
